URL,Port,Infoerror,Commonname,Internal Expiration,External Expiration,WAF Type,Issuer,Days,Copytocust,Checked,Supported by,BU,CDB,Lifecycle,Installer,Ticket
"hello1.risk.regn.net","443","good","alawpwinteam301.risk.regn.net","2022-06-10","","","NAPDA2PKIP039","8.75","N","2022-05-30 13:30:14 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=hello1.risk.regn.net","","",""
"wac.risk.regn.net","443","bad 6","alawpwinteam301.risk.regn.net","2022-06-10","","","NAPDA2PKIP039","8.75","N","2021-11-20 04:37:42 OLD, probably not a valid cert","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=wac.risk.regn.net","","",""
"aladahaya01-wxl.risk.regn.net","443","bad 28","localhost","2022-06-10","","","Internet Widgits Pty Ltd","8.75","N","2022-05-30 03:02:13 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=aladahaya01-wxl.risk.regn.net","","",""
"indblydad01-wxl.risk.regn.net","443","bad 28","localhost","2022-06-10","","","Internet Widgits Pty Ltd","8.75","N","2022-05-30 13:51:23 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=indblydad01-wxl.risk.regn.net","","",""
"dev-clientintegration.risk.regn.net","443","good","qa.clientintegration.risk.regn.net","2022-06-10","","","Trustwave Holdings","8.75","N","2022-05-30 11:21:38 ","VCN_ProductionSupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=dev-clientintegration.risk.regn.net","Non-Prod","VCN_ProductionSupport@vitalchek.com",""
"qa-clientintegration.risk.regn.net","443","good","qa.clientintegration.risk.regn.net","2022-06-10","","","Trustwave Holdings","8.75","N","2022-05-30 16:56:47 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=qa-clientintegration.risk.regn.net","","",""
"boca-vip-txreport.trueid.lexisnexis.com","443","bad 7","SAN-netview.verid.com","2022-06-10","","","Trustwave Holdings, Inc.","8.75","Y","2022-05-31 23:00:33 ","kba.operations@risk.lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=boca-vip-txreport.trueid.lexisnexis.com","Prod","ris-gloappinf@risk.lexisnexis.com","IOG-18472/01-31-22"
"verid-bct-alphatest.risk.regn.net","443","bad 7","SAN-netview.verid.com","2022-06-10","","","Trustwave Holdings, Inc.","8.75","Y","2022-05-30 21:13:58 ","kba.operations@risk.lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=verid-bct-alphatest.risk.regn.net","Prod","ris-gloappinf@risk.lexisnexis.com","IOG-18472/01-31-22"
"alapierda01-w7l.risk.regn.net","443","bad 6","BCTPRAVLE01-WXL","2022-06-11","","","NAPDA2PKIP039","9.75","N","2022-02-25 17:42:43 OLD, probably not a valid cert","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=alapierda01-w7l.risk.regn.net","","",""
"bctdavisdc-wxl.risk.regn.net","443","bad 6","BCTPRAVLE01-WXL","2022-06-11","","","NAPDA2PKIP039","9.75","N","2022-02-26 03:27:44 OLD, probably not a valid cert","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bctdavisdc-wxl.risk.regn.net","","",""
"bra4184356-wxl.risk.regn.net","443","bad 6","BCTPRAVLE01-WXL","2022-06-11","","","NAPDA2PKIP039","9.75","N","2022-02-26 01:00:02 OLD, probably not a valid cert","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bra4184356-wxl.risk.regn.net","","",""
"rdplaymanme-wxl.risk.regn.net","443","bad 6","BCTPRAVLE01-WXL","2022-06-11","","","NAPDA2PKIP039","9.75","N","2022-02-25 18:20:39 OLD, probably not a valid cert","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=rdplaymanme-wxl.risk.regn.net","","",""
"secure.coplogic.ca","443","good","coplogic.ca","2022-06-13","","","Trustwave Holdings","11.75","N","2022-06-01 04:02:11 ","Coplogic.Engineering@risk.lexisnexis.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.coplogic.ca","Prod","coplogic.engineering@risk.lexisnexis.com","W 22 05 3324"
"www.coplogic.ca","443","good","coplogic.ca","2022-06-13","","","Trustwave Holdings","11.75","N","2022-06-01 06:02:43 ","Coplogic.Engineering@risk.lexisnexis.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=www.coplogic.ca","Prod","coplogic.engineering@risk.lexisnexis.com","W 22 05 3324"
"bvwftp1.choicepoint.net","443","good","*.aamva.org","2022-06-15","","","GoDaddy.com","13.75","N","2022-05-30 10:26:18 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bvwftp1.choicepoint.net","","",""
"bvwmts2.choicepoint.net","443","good","*.aamva.org","2022-06-15","","","GoDaddy.com","13.75","N","2022-05-30 10:26:18 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bvwmts2.choicepoint.net","","",""
"bvwtgttws.choicepoint.net","443","good","*.aamva.org","2022-06-15","","","GoDaddy.com","13.75","N","2022-05-30 10:26:19 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bvwtgttws.choicepoint.net","","",""
"aes3.seisint.com","443","good","aescert.seisint.com","2022-06-15","","","Trustwave Holdings","13.75","N","2022-05-31 22:38:23 ","accurint.plus@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=aes3.seisint.com","Prod","RIS-GLOAppInf@risk.lexisnexis.com","IOG-19786-030122"
"oae.seisint.com","443","good","aescert.seisint.com","2022-06-15","","","Trustwave Holdings","13.75","N","2022-06-01 03:10:17 ","accurint.plus@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=oae.seisint.com","Prod","RIS-GLOAppInf@risk.lexisnexis.com","IOG-19786-030122"
"clrp.insurancesolutions.lexisnexis.com","443","good","clrp.insurancesolutions.lexisnexis.com","2022-06-15","","","Trustwave Holdings","13.75","N","2022-06-01 00:16:05 ","InsClaimsMedical.Dev@lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=clrp.insurancesolutions.lexisnexis.com","Prod","ris-gloappinf@lexisnexisrisk.com","IOG-22096/05-17-2022"
"clrp-pr.insurancesolutions.lexisnexis.com","443","bad 6","clrp.insurancesolutions.lexisnexis.com","2022-06-15","","","Trustwave Holdings","13.75","N","2022-01-31 23:52:55 OLD, probably not a valid cert","InsClaimsMedical.Dev@lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=clrp-pr.insurancesolutions.lexisnexis.com","Prod","ris-gloappinf@lexisnexisrisk.com","IOG-22096/05-17-2022"
"clrp.insurancesolutions.lexisnexisrisk.com","443","good","clrp.insurancesolutions.lexisnexis.com","2022-06-15","","","Trustwave Holdings","13.75","N","2022-06-01 00:16:06 ","insclaimsmedical.dev@lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=clrp.insurancesolutions.lexisnexisrisk.com","Prod","ris-gloappinf@lexisnexisrisk.com","IOG-22096/05-17-2022"
"clrpui-ala.risk.regn.net","443","good","clrp.insurancesolutions.lexisnexis.com","2022-06-15","","","Trustwave Holdings","13.75","N","2022-06-01 00:16:06 ","InsClaimsMedical.Dev@lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=clrpui-ala.risk.regn.net","Prod","ris-gloappinf@lexisnexisrisk.com","IOG-22096/05-17-2022"
"ct-mi.insurancesolutions.lexisnexisrisk.com","443","good","ct-mi.insurancesolutions.lexisnexisrisk.com","2022-06-15","","N/A","Trustwave Holdings","13.75","N","2022-04-01 10:09:22 OLD, probably not a valid cert","InsIDSPortal.Dev@risk.lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ct-mi.insurancesolutions.lexisnexisrisk.com","Non-Prod","RIS-GLOAppInf@risk.lexisnexis.com","IOG-21781/05-04-22"
"alalproxmoxstandint03.noam.lnrm.net","443","good","alalproxmoxstandint03.noam.lnrm.net","2022-06-16","","","PVE Cluster Manager CA","14.75","N","2022-05-30 03:47:56 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=alalproxmoxstandint03.noam.lnrm.net","","",""
"alazaraza01w7l.risk.regn.net","443","bad 6","HBEMALLDE01-WXL","2022-06-16","","","NAPDAYPKIP039","14.75","N","2022-02-25 20:21:24 OLD, probably not a valid cert","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=alazaraza01w7l.risk.regn.net","","",""
"bcthankst01-wxl.risk.regn.net","443","bad 6","HBEMALLDE01-WXL","2022-06-16","","","NAPDAYPKIP039","14.75","N","2022-02-25 18:29:33 OLD, probably not a valid cert","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bcthankst01-wxl.risk.regn.net","","",""
"bctsalazajc-wx.risk.regn.net","443","bad 28","MUMGB34P73W10L","2022-06-16","","","NAPDA2PKIP039","14.75","N","2022-05-30 08:43:18 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bctsalazajc-wx.risk.regn.net","","",""
"mumgb34p73w10l.risk.regn.net","443","bad 6","MUMGB34P73W10L","2022-06-16","","","NAPDA2PKIP039","14.75","N","2022-02-25 23:08:41 OLD, probably not a valid cert","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=mumgb34p73w10l.risk.regn.net","","",""
"alalphcbprod01.noam.lnrm.net","443","good","alalphcbprod01.noam.lnrm.net","2022-06-18","","","SomeOrganization","16.75","N","2022-05-30 03:44:25 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=alalphcbprod01.noam.lnrm.net","","",""
"alalphcbprod02.noam.lnrm.net","443","good","alalphcbprod02.noam.lnrm.net","2022-06-18","","","SomeOrganization","16.75","N","2022-05-30 03:44:25 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=alalphcbprod02.noam.lnrm.net","","",""
"hostedevve.vitalchek.com","443","good","hostedevve.vitalchek.com","2022-06-20","","","Trustwave Holdings","18.75","N","2022-06-01 10:02:31 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=hostedevve.vitalchek.com","Prod","vcn_productionsupport@vitalchek.com","W 22 02 2718"
"ala.evve.pci.choicepoint.net","443","good","hostedevve.vitalchek.com","2022-06-20","","","Trustwave Holdings","18.75","N","2022-05-30 02:30:42 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ala.evve.pci.choicepoint.net","Prod","vcn_productionsupport@vitalchek.com","W 22 02 2718"
"ala.evve.vitalchek.com","443","good","hostedevve.vitalchek.com","2022-06-20","","","Trustwave Holdings","18.75","N","2022-05-31 22:45:01 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ala.evve.vitalchek.com","Prod","vcn_productionsupport@vitalchek.com","W 22 02 2718"
"bct.evve.pci.choicepoint.net","443","good","hostedevve.vitalchek.com","2022-06-20","","","Trustwave Holdings","18.75","N","2022-05-30 06:58:01 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bct.evve.pci.choicepoint.net","Prod","vcn_productionsupport@vitalchek.com","W 22 02 2718"
"bct.evve.vitalchek.com","443","good","hostedevve.vitalchek.com","2022-06-20","","","Trustwave Holdings","18.75","N","2022-05-31 22:55:40 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bct.evve.vitalchek.com","Prod","vcn_productionsupport@vitalchek.com","W 22 02 2718"
"bct.hostedevve.vitalchek.com","443","good","hostedevve.vitalchek.com","2022-06-20","","","Trustwave Holdings","18.75","N","2022-05-31 22:55:41 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bct.hostedevve.vitalchek.com","Prod","vcn_productionsupport@vitalchek.com","W 22 02 2718"
"evve2.vitalchek.com","443","good","hostedevve.vitalchek.com","2022-06-20","","","Trustwave Holdings","18.75","N","2022-06-01 00:40:14 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=evve2.vitalchek.com","Prod","vcn_productionsupport@vitalchek.com","W 22 02 2718"
"evve3-naphsis-extvip.pci.choicepoint.net","443","good","hostedevve.vitalchek.com","2022-06-20","","","Trustwave Holdings","18.75","N","2022-05-30 12:01:11 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=evve3-naphsis-extvip.pci.choicepoint.net","Prod","vcn_productionsupport@vitalchek.com","W 22 02 2718"
"lonlpproxy01.eu.lnrm.net","443","good","enterprise-centos-7.novalocal","2022-06-21","","","SomeOrganization","19.75","N","2022-05-30 14:24:35 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=lonlpproxy01.eu.lnrm.net","","",""
"lonlpproxy02.eu.lnrm.net","443","good","enterprise-centos-7.novalocal","2022-06-21","","","SomeOrganization","19.75","N","2022-05-30 14:24:36 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=lonlpproxy02.eu.lnrm.net","","",""
"lonlpproxy03.eu.lnrm.net","443","good","enterprise-centos-7.novalocal","2022-06-21","","","SomeOrganization","19.75","N","2022-05-30 14:24:36 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=lonlpproxy03.eu.lnrm.net","","",""
"lonlpproxy04.eu.lnrm.net","443","good","enterprise-centos-7.novalocal","2022-06-21","","","SomeOrganization","19.75","N","2022-05-30 14:24:37 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=lonlpproxy04.eu.lnrm.net","","",""
"getcrashreports.com","443","good","getcrashreports.com","2022-06-21","","","Trustwave Holdings","19.75","N","2022-06-01 10:02:39 ","nucleus.alerts@lexisnexisrisk.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=getcrashreports.com","Prod","nucleus.alerts@lexisnexisrisk.com",""
"www.getcrashreports.com","443","good","getcrashreports.com","2022-06-21","","","Trustwave Holdings","19.75","N","2022-06-01 06:07:10 ","nucleus.alerts@lexisnexisrisk.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=www.getcrashreports.com","Prod","nucleus.alerts@lexisnexisrisk.com",""
"melwpdom001-r.choicepointinc.com","443","good","melwpdom001-r","2022-06-21","","","Hewlett-PackardCompany","19.75","N","2012-06-22 04:00:00 OLD, probably not a valid cert","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=melwpdom001-r.choicepointinc.com","","",""
"nms.neframework.com","443","good","nms.neframework.com","2022-06-21","","","Trustwave Holdings","19.75","N","2022-06-01 10:02:38 ","class.development@lexisnexis.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=nms.neframework.com","Prod","class.development@lexisnexis.com","IOG-22418/05-25-22"
"alpha-nms.neframework.com","443","good","nms.neframework.com","2022-06-21","","","Trustwave Holdings","19.75","N","2022-05-31 22:45:03 ","class.development@lexisnexis.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=alpha-nms.neframework.com","Prod","class.development@lexisnexis.com","IOG-22418/05-25-22"
"bravo-nms.neframework.com","443","good","nms.neframework.com","2022-06-21","","","Trustwave Holdings","19.75","N","2022-05-31 23:01:47 ","class.development@lexisnexis.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bravo-nms.neframework.com","Prod","class.development@lexisnexis.com","IOG-22418/05-25-22"
"nlb.mls.neframework.com","443","good","nms.neframework.com","2022-06-21","","","Trustwave Holdings","19.75","N","2022-06-01 02:56:19 ","class.development@lexisnexis.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=nlb.mls.neframework.com","Prod","class.development@lexisnexis.com","IOG-22418/05-25-22"
"nlb.nms.neframework.com","443","good","nms.neframework.com","2022-06-21","","","Trustwave Holdings","19.75","N","2022-06-01 02:56:19 ","class.development@lexisnexis.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=nlb.nms.neframework.com","Prod","class.development@lexisnexis.com","IOG-22418/05-25-22"
"onawpdom001-r.choicepointinc.com","443","good","ONAWPDOM001-r","2022-06-21","","","Hewlett-PackardCompany","19.75","N","2012-06-22 04:00:00 OLD, probably not a valid cert","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=onawpdom001-r.choicepointinc.com","","",""
"prep.services.neframework.com","443","good","prep.services.neframework.com","2022-06-21","","","Trustwave Holdings","19.75","N","2022-06-01 10:02:40 ","Nucleus.alerts@lexisnexisrisk.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=prep.services.neframework.com","Non-Prod","Nucleus.alerts@lexisnexisrisk.com",""
"prep-nucleus.neframework.com","443","good","prep.services.neframework.com","2022-06-21","","","Trustwave Holdings","19.75","N","2022-06-01 03:39:56 ","Nucleus.alerts@lexisnexisrisk.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=prep-nucleus.neframework.com","Non-Prod","Nucleus.alerts@lexisnexisrisk.com",""
"prep-nucleushub.neframework.com","443","good","prep.services.neframework.com","2022-06-21","","","Trustwave Holdings","19.75","N","2022-06-01 03:39:57 ","Nucleus.alerts@lexisnexisrisk.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=prep-nucleushub.neframework.com","Non-Prod","Nucleus.alerts@lexisnexisrisk.com",""
"prep-synergy.neframework.com","443","good","prep.services.neframework.com","2022-06-21","","","Trustwave Holdings","19.75","N","2022-06-01 03:39:58 ","Nucleus.alerts@lexisnexisrisk.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=prep-synergy.neframework.com","Non-Prod","Nucleus.alerts@lexisnexisrisk.com",""
"prep.getcrashreports.com","443","good","prep.services.neframework.com","2022-06-21","","","Trustwave Holdings","19.75","N","2022-06-01 10:04:46 ","Nucleus.alerts@lexisnexisrisk.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=prep.getcrashreports.com","Non-Prod","Nucleus.alerts@lexisnexisrisk.com",""
"clrpui-dev.risk.regn.net","443","good","Kubernetes","2022-06-22","","","Acme Co","20.75","N","2022-05-30 10:49:07 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=clrpui-dev.risk.regn.net","","",""
"accurintdev.lexisnexisrisk.net","443","bad 6","accurintsand.lexisnexisrisk.net","2022-06-23","","","Trustwave Holdings","21.75","N","2022-05-04 00:28:21 OLD, probably not a valid cert","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=accurintdev.lexisnexisrisk.net","Prod","ris-gloappinf@risk.lexisnexis.com",""
"accurintqa01.lexisnexisrisk.net","443","bad 6","accurintsand.lexisnexisrisk.net","2022-06-23","","","Trustwave Holdings","21.75","N","2022-05-04 00:43:40 OLD, probably not a valid cert","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=accurintqa01.lexisnexisrisk.net","Prod","ris-gloappinf@risk.lexisnexis.com",""
"amlinsightdev.lexisnexisrisk.net","443","good 28","accurintsand.lexisnexisrisk.net","2022-06-23","","","Trustwave Holdings","21.75","N","2022-05-30 06:13:41 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=amlinsightdev.lexisnexisrisk.net","Prod","ris-gloappinf@risk.lexisnexis.com",""
"amlinsightqa01.lexisnexis.com","443","good","accurintsand.lexisnexisrisk.net","2022-06-23","","","Trustwave Holdings","21.75","N","2022-05-31 22:48:45 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=amlinsightqa01.lexisnexis.com","Prod","ris-gloappinf@risk.lexisnexis.com",""
"amlinsightqa01.lexisnexisrisk.net","443","good","accurintsand.lexisnexisrisk.net","2022-06-23","","","Trustwave Holdings","21.75","N","2022-05-30 06:13:56 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=amlinsightqa01.lexisnexisrisk.net","Prod","ris-gloappinf@risk.lexisnexis.com",""
"amlinsightqa02.lexisnexis.com","443","good","accurintsand.lexisnexisrisk.net","2022-06-23","","","Trustwave Holdings","21.75","N","2022-05-31 22:48:46 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=amlinsightqa02.lexisnexis.com","Prod","ris-gloappinf@risk.lexisnexis.com",""
"bctldweb106.noam.lnrm.net","443","good 28","accurintsand.lexisnexisrisk.net","2022-06-23","","","Trustwave Holdings","21.75","N","2022-05-30 07:40:11 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bctldweb106.noam.lnrm.net","Prod","ris-gloappinf@risk.lexisnexis.com",""
"bctlpbpswebqa02.noam.lnrm.net","443","good","accurintsand.lexisnexisrisk.net","2022-06-23","","","Trustwave Holdings","21.75","N","2022-05-30 07:47:45 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bctlpbpswebqa02.noam.lnrm.net","Prod","ris-gloappinf@risk.lexisnexis.com",""
"bot.riskmanagementdev.lexisnexisrisk.net","443","good 28","accurintsand.lexisnexisrisk.net","2022-06-23","","","Trustwave Holdings","21.75","N","2022-05-30 09:17:38 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bot.riskmanagementdev.lexisnexisrisk.net","Prod","ris-gloappinf@risk.lexisnexis.com",""
"bot.riskmanagementqa01.lexisnexisrisk.net","443","good","accurintsand.lexisnexisrisk.net","2022-06-23","","","Trustwave Holdings","21.75","N","2022-05-30 09:17:53 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bot.riskmanagementqa01.lexisnexisrisk.net","Prod","ris-gloappinf@risk.lexisnexis.com",""
